15.2585 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1280, 800]. Using actual size
66.3953 	EXP 	TextStim: autoDraw = False
66.3953 	EXP 	RadialStim: autoDraw = True
66.3953 	EXP 	TextStim: autoDraw = True
66.4485 	EXP 	New trial (rep=19, index=0): {'phase': 0.0}
66.4621 	EXP 	RadialStim: autoDraw = False
66.4621 	EXP 	TextStim: autoDraw = False
66.4621 	EXP 	RadialStim: autoDraw = True
66.4621 	EXP 	TextStim: autoDraw = True
66.5154 	EXP 	New trial (rep=19, index=1): {'phase': 0.5}
66.5287 	EXP 	RadialStim: autoDraw = False
66.5287 	EXP 	TextStim: autoDraw = False
66.5287 	EXP 	RadialStim: autoDraw = True
66.5287 	EXP 	TextStim: autoDraw = True
66.5650 	EXP 	New trial (rep=20, index=0): {'phase': 0.0}
66.5787 	EXP 	RadialStim: autoDraw = False
66.5787 	EXP 	TextStim: autoDraw = False
66.5787 	EXP 	RadialStim: autoDraw = True
66.5787 	EXP 	TextStim: autoDraw = True
66.6320 	EXP 	New trial (rep=20, index=1): {'phase': 0.5}
66.6454 	EXP 	RadialStim: autoDraw = False
66.6454 	EXP 	TextStim: autoDraw = False
66.6454 	EXP 	RadialStim: autoDraw = True
66.6454 	EXP 	TextStim: autoDraw = True
66.6986 	EXP 	New trial (rep=21, index=0): {'phase': 0.0}
66.7120 	EXP 	RadialStim: autoDraw = False
66.7120 	EXP 	TextStim: autoDraw = False
66.7120 	EXP 	RadialStim: autoDraw = True
66.7120 	EXP 	TextStim: autoDraw = True
66.7653 	EXP 	New trial (rep=21, index=1): {'phase': 0.5}
66.7789 	EXP 	RadialStim: autoDraw = False
66.7789 	EXP 	TextStim: autoDraw = False
66.7789 	EXP 	RadialStim: autoDraw = True
66.7789 	EXP 	TextStim: autoDraw = True
66.8153 	EXP 	New trial (rep=22, index=0): {'phase': 0.0}
66.8287 	EXP 	RadialStim: autoDraw = False
66.8287 	EXP 	TextStim: autoDraw = False
66.8287 	EXP 	RadialStim: autoDraw = True
66.8287 	EXP 	TextStim: autoDraw = True
66.8820 	EXP 	New trial (rep=22, index=1): {'phase': 0.5}
66.8955 	EXP 	RadialStim: autoDraw = False
66.8955 	EXP 	TextStim: autoDraw = False
66.8955 	EXP 	RadialStim: autoDraw = True
66.8955 	EXP 	TextStim: autoDraw = True
66.9485 	EXP 	New trial (rep=23, index=0): {'phase': 0.0}
66.9623 	EXP 	RadialStim: autoDraw = False
66.9623 	EXP 	TextStim: autoDraw = False
66.9623 	EXP 	RadialStim: autoDraw = True
66.9623 	EXP 	TextStim: autoDraw = True
67.0149 	EXP 	New trial (rep=23, index=1): {'phase': 0.5}
67.0289 	EXP 	RadialStim: autoDraw = False
67.0289 	EXP 	TextStim: autoDraw = False
67.0289 	EXP 	RadialStim: autoDraw = True
67.0289 	EXP 	TextStim: autoDraw = True
67.0654 	EXP 	New trial (rep=24, index=0): {'phase': 0.0}
67.0790 	EXP 	RadialStim: autoDraw = False
67.0790 	EXP 	TextStim: autoDraw = False
67.0790 	EXP 	RadialStim: autoDraw = True
67.0790 	EXP 	TextStim: autoDraw = True
67.1323 	EXP 	New trial (rep=24, index=1): {'phase': 0.5}
67.1457 	EXP 	RadialStim: autoDraw = False
67.1457 	EXP 	TextStim: autoDraw = False
67.1457 	EXP 	RadialStim: autoDraw = True
67.1457 	EXP 	TextStim: autoDraw = True
67.1989 	EXP 	New trial (rep=25, index=0): {'phase': 0.0}
67.2122 	EXP 	RadialStim: autoDraw = False
67.2122 	EXP 	TextStim: autoDraw = False
67.2122 	EXP 	RadialStim: autoDraw = True
67.2122 	EXP 	TextStim: autoDraw = True
67.2654 	EXP 	New trial (rep=25, index=1): {'phase': 0.5}
67.2791 	EXP 	RadialStim: autoDraw = False
67.2791 	EXP 	TextStim: autoDraw = False
67.2791 	EXP 	RadialStim: autoDraw = True
67.2791 	EXP 	TextStim: autoDraw = True
67.3156 	EXP 	New trial (rep=26, index=0): {'phase': 0.0}
67.3292 	EXP 	RadialStim: autoDraw = False
67.3292 	EXP 	TextStim: autoDraw = False
67.3292 	EXP 	RadialStim: autoDraw = True
67.3292 	EXP 	TextStim: autoDraw = True
67.3823 	EXP 	New trial (rep=26, index=1): {'phase': 0.5}
67.3958 	EXP 	RadialStim: autoDraw = False
67.3958 	EXP 	TextStim: autoDraw = False
67.3958 	EXP 	RadialStim: autoDraw = True
67.3958 	EXP 	TextStim: autoDraw = True
67.4490 	EXP 	New trial (rep=27, index=0): {'phase': 0.0}
67.4626 	EXP 	RadialStim: autoDraw = False
67.4626 	EXP 	TextStim: autoDraw = False
67.4626 	EXP 	RadialStim: autoDraw = True
67.4626 	EXP 	TextStim: autoDraw = True
67.5157 	EXP 	New trial (rep=27, index=1): {'phase': 0.5}
67.5292 	EXP 	RadialStim: autoDraw = False
67.5292 	EXP 	TextStim: autoDraw = False
67.5292 	EXP 	RadialStim: autoDraw = True
67.5292 	EXP 	TextStim: autoDraw = True
67.5656 	EXP 	New trial (rep=28, index=0): {'phase': 0.0}
67.5793 	EXP 	RadialStim: autoDraw = False
67.5793 	EXP 	TextStim: autoDraw = False
67.5793 	EXP 	RadialStim: autoDraw = True
67.5793 	EXP 	TextStim: autoDraw = True
67.6325 	EXP 	New trial (rep=28, index=1): {'phase': 0.5}
67.6459 	EXP 	RadialStim: autoDraw = False
67.6459 	EXP 	TextStim: autoDraw = False
67.6459 	EXP 	RadialStim: autoDraw = True
67.6459 	EXP 	TextStim: autoDraw = True
67.6992 	EXP 	New trial (rep=29, index=0): {'phase': 0.0}
67.7126 	EXP 	RadialStim: autoDraw = False
67.7126 	EXP 	TextStim: autoDraw = False
67.7126 	EXP 	RadialStim: autoDraw = True
67.7126 	EXP 	TextStim: autoDraw = True
67.7657 	EXP 	New trial (rep=29, index=1): {'phase': 0.5}
67.7794 	EXP 	RadialStim: autoDraw = False
67.7794 	EXP 	TextStim: autoDraw = False
67.7794 	EXP 	RadialStim: autoDraw = True
67.7794 	EXP 	TextStim: autoDraw = True
67.8158 	EXP 	New trial (rep=30, index=0): {'phase': 0.0}
67.8294 	EXP 	RadialStim: autoDraw = False
67.8294 	EXP 	TextStim: autoDraw = False
67.8294 	EXP 	RadialStim: autoDraw = True
67.8294 	EXP 	TextStim: autoDraw = True
67.8825 	EXP 	New trial (rep=30, index=1): {'phase': 0.5}
67.8960 	EXP 	RadialStim: autoDraw = False
67.8960 	EXP 	TextStim: autoDraw = False
67.8960 	EXP 	RadialStim: autoDraw = True
67.8960 	EXP 	TextStim: autoDraw = True
67.9492 	EXP 	New trial (rep=31, index=0): {'phase': 0.0}
67.9627 	EXP 	RadialStim: autoDraw = False
67.9627 	EXP 	TextStim: autoDraw = False
67.9627 	EXP 	RadialStim: autoDraw = True
67.9627 	EXP 	TextStim: autoDraw = True
68.0159 	EXP 	New trial (rep=31, index=1): {'phase': 0.5}
68.0295 	EXP 	RadialStim: autoDraw = False
68.0295 	EXP 	TextStim: autoDraw = False
68.0295 	EXP 	RadialStim: autoDraw = True
68.0295 	EXP 	TextStim: autoDraw = True
68.0658 	EXP 	New trial (rep=32, index=0): {'phase': 0.0}
68.0793 	EXP 	RadialStim: autoDraw = False
68.0793 	EXP 	TextStim: autoDraw = False
68.0793 	EXP 	RadialStim: autoDraw = True
68.0793 	EXP 	TextStim: autoDraw = True
68.1322 	EXP 	New trial (rep=32, index=1): {'phase': 0.5}
68.1460 	EXP 	RadialStim: autoDraw = False
68.1460 	EXP 	TextStim: autoDraw = False
68.1460 	EXP 	RadialStim: autoDraw = True
68.1460 	EXP 	TextStim: autoDraw = True
68.1994 	EXP 	New trial (rep=33, index=0): {'phase': 0.0}
68.2129 	EXP 	RadialStim: autoDraw = False
68.2129 	EXP 	TextStim: autoDraw = False
68.2129 	EXP 	RadialStim: autoDraw = True
68.2129 	EXP 	TextStim: autoDraw = True
68.2657 	EXP 	New trial (rep=33, index=1): {'phase': 0.5}
68.2794 	EXP 	RadialStim: autoDraw = False
68.2794 	EXP 	TextStim: autoDraw = False
68.2794 	EXP 	RadialStim: autoDraw = True
68.2794 	EXP 	TextStim: autoDraw = True
68.3162 	EXP 	New trial (rep=34, index=0): {'phase': 0.0}
68.3296 	EXP 	RadialStim: autoDraw = False
68.3296 	EXP 	TextStim: autoDraw = False
68.3296 	EXP 	RadialStim: autoDraw = True
68.3296 	EXP 	TextStim: autoDraw = True
68.3826 	EXP 	New trial (rep=34, index=1): {'phase': 0.5}
68.3962 	EXP 	RadialStim: autoDraw = False
68.3962 	EXP 	TextStim: autoDraw = False
68.3962 	EXP 	RadialStim: autoDraw = True
68.3962 	EXP 	TextStim: autoDraw = True
68.4494 	EXP 	New trial (rep=35, index=0): {'phase': 0.0}
68.4631 	EXP 	RadialStim: autoDraw = False
68.4631 	EXP 	TextStim: autoDraw = False
68.4631 	EXP 	RadialStim: autoDraw = True
68.4631 	EXP 	TextStim: autoDraw = True
68.5160 	EXP 	New trial (rep=35, index=1): {'phase': 0.5}
68.5297 	EXP 	RadialStim: autoDraw = False
68.5297 	EXP 	TextStim: autoDraw = False
68.5297 	EXP 	RadialStim: autoDraw = True
68.5297 	EXP 	TextStim: autoDraw = True
68.5661 	EXP 	New trial (rep=36, index=0): {'phase': 0.0}
68.5797 	EXP 	RadialStim: autoDraw = False
68.5797 	EXP 	TextStim: autoDraw = False
68.5797 	EXP 	RadialStim: autoDraw = True
68.5797 	EXP 	TextStim: autoDraw = True
68.6328 	EXP 	New trial (rep=36, index=1): {'phase': 0.5}
68.6465 	EXP 	RadialStim: autoDraw = False
68.6465 	EXP 	TextStim: autoDraw = False
68.6465 	EXP 	RadialStim: autoDraw = True
68.6465 	EXP 	TextStim: autoDraw = True
68.6996 	EXP 	New trial (rep=37, index=0): {'phase': 0.0}
68.7131 	EXP 	RadialStim: autoDraw = False
68.7131 	EXP 	TextStim: autoDraw = False
68.7131 	EXP 	RadialStim: autoDraw = True
68.7131 	EXP 	TextStim: autoDraw = True
68.7662 	EXP 	New trial (rep=37, index=1): {'phase': 0.5}
68.7797 	EXP 	RadialStim: autoDraw = False
68.7797 	EXP 	TextStim: autoDraw = False
68.7797 	EXP 	RadialStim: autoDraw = True
68.7797 	EXP 	TextStim: autoDraw = True
68.8166 	EXP 	New trial (rep=38, index=0): {'phase': 0.0}
68.8299 	EXP 	RadialStim: autoDraw = False
68.8299 	EXP 	TextStim: autoDraw = False
68.8299 	EXP 	RadialStim: autoDraw = True
68.8299 	EXP 	TextStim: autoDraw = True
68.8831 	EXP 	New trial (rep=38, index=1): {'phase': 0.5}
68.8966 	EXP 	RadialStim: autoDraw = False
68.8966 	EXP 	TextStim: autoDraw = False
68.8966 	EXP 	RadialStim: autoDraw = True
68.8966 	EXP 	TextStim: autoDraw = True
68.9497 	EXP 	New trial (rep=39, index=0): {'phase': 0.0}
68.9633 	EXP 	RadialStim: autoDraw = False
68.9633 	EXP 	TextStim: autoDraw = False
68.9633 	EXP 	RadialStim: autoDraw = True
68.9633 	EXP 	TextStim: autoDraw = True
69.0164 	EXP 	New trial (rep=39, index=1): {'phase': 0.5}
69.0299 	EXP 	RadialStim: autoDraw = False
69.0299 	EXP 	TextStim: autoDraw = False
69.0299 	EXP 	RadialStim: autoDraw = True
69.0299 	EXP 	TextStim: autoDraw = True
69.0664 	EXP 	New trial (rep=40, index=0): {'phase': 0.0}
69.0799 	EXP 	RadialStim: autoDraw = False
69.0799 	EXP 	TextStim: autoDraw = False
69.0799 	EXP 	RadialStim: autoDraw = True
69.0799 	EXP 	TextStim: autoDraw = True
69.1330 	EXP 	New trial (rep=40, index=1): {'phase': 0.5}
69.1467 	EXP 	RadialStim: autoDraw = False
69.1467 	EXP 	TextStim: autoDraw = False
69.1467 	EXP 	RadialStim: autoDraw = True
69.1467 	EXP 	TextStim: autoDraw = True
69.1998 	EXP 	New trial (rep=41, index=0): {'phase': 0.0}
69.2132 	EXP 	RadialStim: autoDraw = False
69.2132 	EXP 	TextStim: autoDraw = False
69.2132 	EXP 	RadialStim: autoDraw = True
69.2132 	EXP 	TextStim: autoDraw = True
69.2656 	EXP 	New trial (rep=41, index=1): {'phase': 0.5}
69.2801 	EXP 	RadialStim: autoDraw = False
69.2801 	EXP 	TextStim: autoDraw = False
69.2801 	EXP 	RadialStim: autoDraw = True
69.2801 	EXP 	TextStim: autoDraw = True
69.3164 	EXP 	New trial (rep=42, index=0): {'phase': 0.0}
69.3302 	EXP 	RadialStim: autoDraw = False
69.3302 	EXP 	TextStim: autoDraw = False
69.3302 	EXP 	RadialStim: autoDraw = True
69.3302 	EXP 	TextStim: autoDraw = True
69.3834 	EXP 	New trial (rep=42, index=1): {'phase': 0.5}
69.3969 	EXP 	RadialStim: autoDraw = False
69.3969 	EXP 	TextStim: autoDraw = False
69.3969 	EXP 	RadialStim: autoDraw = True
69.3969 	EXP 	TextStim: autoDraw = True
69.4500 	EXP 	New trial (rep=43, index=0): {'phase': 0.0}
69.4635 	EXP 	RadialStim: autoDraw = False
69.4635 	EXP 	TextStim: autoDraw = False
69.4635 	EXP 	RadialStim: autoDraw = True
69.4635 	EXP 	TextStim: autoDraw = True
69.5165 	EXP 	New trial (rep=43, index=1): {'phase': 0.5}
69.5302 	EXP 	RadialStim: autoDraw = False
69.5302 	EXP 	TextStim: autoDraw = False
69.5302 	EXP 	RadialStim: autoDraw = True
69.5302 	EXP 	TextStim: autoDraw = True
69.5666 	EXP 	New trial (rep=44, index=0): {'phase': 0.0}
69.5802 	EXP 	RadialStim: autoDraw = False
69.5802 	EXP 	TextStim: autoDraw = False
69.5802 	EXP 	RadialStim: autoDraw = True
69.5802 	EXP 	TextStim: autoDraw = True
69.6332 	EXP 	New trial (rep=44, index=1): {'phase': 0.5}
69.6470 	EXP 	RadialStim: autoDraw = False
69.6470 	EXP 	TextStim: autoDraw = False
69.6470 	EXP 	RadialStim: autoDraw = True
69.6470 	EXP 	TextStim: autoDraw = True
69.6999 	EXP 	New trial (rep=45, index=0): {'phase': 0.0}
69.7135 	EXP 	RadialStim: autoDraw = False
69.7135 	EXP 	TextStim: autoDraw = False
69.7135 	EXP 	RadialStim: autoDraw = True
69.7135 	EXP 	TextStim: autoDraw = True
69.7666 	EXP 	New trial (rep=45, index=1): {'phase': 0.5}
69.7803 	EXP 	RadialStim: autoDraw = False
69.7803 	EXP 	TextStim: autoDraw = False
69.7803 	EXP 	RadialStim: autoDraw = True
69.7803 	EXP 	TextStim: autoDraw = True
69.8167 	EXP 	New trial (rep=46, index=0): {'phase': 0.0}
69.8303 	EXP 	RadialStim: autoDraw = False
69.8303 	EXP 	TextStim: autoDraw = False
69.8303 	EXP 	RadialStim: autoDraw = True
69.8303 	EXP 	TextStim: autoDraw = True
69.8837 	EXP 	New trial (rep=46, index=1): {'phase': 0.5}
69.8971 	EXP 	RadialStim: autoDraw = False
