2.9497 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1280, 800]. Using actual size
72.0872 	EXP 	TextStim: autoDraw = False
72.0872 	EXP 	RadialStim: autoDraw = True
72.0872 	EXP 	TextStim: autoDraw = True
72.1238 	EXP 	New trial (rep=14, index=0): {'phase': 0.0}
72.1372 	EXP 	RadialStim: autoDraw = False
72.1372 	EXP 	TextStim: autoDraw = False
72.1372 	EXP 	RadialStim: autoDraw = True
72.1372 	EXP 	TextStim: autoDraw = True
72.1904 	EXP 	New trial (rep=14, index=1): {'phase': 0.5}
72.2039 	EXP 	RadialStim: autoDraw = False
72.2039 	EXP 	TextStim: autoDraw = False
72.2039 	EXP 	RadialStim: autoDraw = True
72.2039 	EXP 	TextStim: autoDraw = True
72.2571 	EXP 	New trial (rep=15, index=0): {'phase': 0.0}
72.2706 	EXP 	RadialStim: autoDraw = False
72.2706 	EXP 	TextStim: autoDraw = False
72.2706 	EXP 	RadialStim: autoDraw = True
72.2706 	EXP 	TextStim: autoDraw = True
72.3240 	EXP 	New trial (rep=15, index=1): {'phase': 0.5}
72.3373 	EXP 	RadialStim: autoDraw = False
72.3373 	EXP 	TextStim: autoDraw = False
72.3373 	EXP 	RadialStim: autoDraw = True
72.3373 	EXP 	TextStim: autoDraw = True
72.3726 	EXP 	New trial (rep=16, index=0): {'phase': 0.0}
72.3873 	EXP 	RadialStim: autoDraw = False
72.3873 	EXP 	TextStim: autoDraw = False
72.3873 	EXP 	RadialStim: autoDraw = True
72.3873 	EXP 	TextStim: autoDraw = True
72.4406 	EXP 	New trial (rep=16, index=1): {'phase': 0.5}
72.4540 	EXP 	RadialStim: autoDraw = False
72.4540 	EXP 	TextStim: autoDraw = False
72.4540 	EXP 	RadialStim: autoDraw = True
72.4540 	EXP 	TextStim: autoDraw = True
72.5073 	EXP 	New trial (rep=17, index=0): {'phase': 0.0}
72.5206 	EXP 	RadialStim: autoDraw = False
72.5206 	EXP 	TextStim: autoDraw = False
72.5206 	EXP 	RadialStim: autoDraw = True
72.5206 	EXP 	TextStim: autoDraw = True
72.5739 	EXP 	New trial (rep=17, index=1): {'phase': 0.5}
72.5874 	EXP 	RadialStim: autoDraw = False
72.5874 	EXP 	TextStim: autoDraw = False
72.5874 	EXP 	RadialStim: autoDraw = True
72.5874 	EXP 	TextStim: autoDraw = True
72.6240 	EXP 	New trial (rep=18, index=0): {'phase': 0.0}
72.6374 	EXP 	RadialStim: autoDraw = False
72.6374 	EXP 	TextStim: autoDraw = False
72.6374 	EXP 	RadialStim: autoDraw = True
72.6374 	EXP 	TextStim: autoDraw = True
72.6907 	EXP 	New trial (rep=18, index=1): {'phase': 0.5}
72.7041 	EXP 	RadialStim: autoDraw = False
72.7041 	EXP 	TextStim: autoDraw = False
72.7041 	EXP 	RadialStim: autoDraw = True
72.7041 	EXP 	TextStim: autoDraw = True
72.7574 	EXP 	New trial (rep=19, index=0): {'phase': 0.0}
72.7709 	EXP 	RadialStim: autoDraw = False
72.7709 	EXP 	TextStim: autoDraw = False
72.7709 	EXP 	RadialStim: autoDraw = True
72.7709 	EXP 	TextStim: autoDraw = True
72.8241 	EXP 	New trial (rep=19, index=1): {'phase': 0.5}
72.8375 	EXP 	RadialStim: autoDraw = False
72.8375 	EXP 	TextStim: autoDraw = False
72.8375 	EXP 	RadialStim: autoDraw = True
72.8375 	EXP 	TextStim: autoDraw = True
72.8741 	EXP 	New trial (rep=20, index=0): {'phase': 0.0}
72.8876 	EXP 	RadialStim: autoDraw = False
72.8876 	EXP 	TextStim: autoDraw = False
72.8876 	EXP 	RadialStim: autoDraw = True
72.8876 	EXP 	TextStim: autoDraw = True
72.9408 	EXP 	New trial (rep=20, index=1): {'phase': 0.5}
72.9543 	EXP 	RadialStim: autoDraw = False
72.9543 	EXP 	TextStim: autoDraw = False
72.9543 	EXP 	RadialStim: autoDraw = True
72.9543 	EXP 	TextStim: autoDraw = True
73.0075 	EXP 	New trial (rep=21, index=0): {'phase': 0.0}
73.0210 	EXP 	RadialStim: autoDraw = False
73.0210 	EXP 	TextStim: autoDraw = False
73.0210 	EXP 	RadialStim: autoDraw = True
73.0210 	EXP 	TextStim: autoDraw = True
73.0743 	EXP 	New trial (rep=21, index=1): {'phase': 0.5}
73.0877 	EXP 	RadialStim: autoDraw = False
73.0877 	EXP 	TextStim: autoDraw = False
73.0877 	EXP 	RadialStim: autoDraw = True
73.0877 	EXP 	TextStim: autoDraw = True
73.1244 	EXP 	New trial (rep=22, index=0): {'phase': 0.0}
73.1377 	EXP 	RadialStim: autoDraw = False
73.1377 	EXP 	TextStim: autoDraw = False
73.1377 	EXP 	RadialStim: autoDraw = True
73.1377 	EXP 	TextStim: autoDraw = True
73.1910 	EXP 	New trial (rep=22, index=1): {'phase': 0.5}
73.2045 	EXP 	RadialStim: autoDraw = False
73.2045 	EXP 	TextStim: autoDraw = False
73.2045 	EXP 	RadialStim: autoDraw = True
73.2045 	EXP 	TextStim: autoDraw = True
73.2577 	EXP 	New trial (rep=23, index=0): {'phase': 0.0}
73.2712 	EXP 	RadialStim: autoDraw = False
73.2712 	EXP 	TextStim: autoDraw = False
73.2712 	EXP 	RadialStim: autoDraw = True
73.2712 	EXP 	TextStim: autoDraw = True
73.3244 	EXP 	New trial (rep=23, index=1): {'phase': 0.5}
73.3379 	EXP 	RadialStim: autoDraw = False
73.3379 	EXP 	TextStim: autoDraw = False
73.3379 	EXP 	RadialStim: autoDraw = True
73.3379 	EXP 	TextStim: autoDraw = True
73.3750 	EXP 	New trial (rep=24, index=0): {'phase': 0.0}
73.3879 	EXP 	RadialStim: autoDraw = False
73.3879 	EXP 	TextStim: autoDraw = False
73.3879 	EXP 	RadialStim: autoDraw = True
73.3879 	EXP 	TextStim: autoDraw = True
73.4410 	EXP 	New trial (rep=24, index=1): {'phase': 0.5}
73.4546 	EXP 	RadialStim: autoDraw = False
73.4546 	EXP 	TextStim: autoDraw = False
73.4546 	EXP 	RadialStim: autoDraw = True
73.4546 	EXP 	TextStim: autoDraw = True
73.5080 	EXP 	New trial (rep=25, index=0): {'phase': 0.0}
73.5213 	EXP 	RadialStim: autoDraw = False
73.5213 	EXP 	TextStim: autoDraw = False
73.5213 	EXP 	RadialStim: autoDraw = True
73.5213 	EXP 	TextStim: autoDraw = True
73.5745 	EXP 	New trial (rep=25, index=1): {'phase': 0.5}
73.5880 	EXP 	RadialStim: autoDraw = False
73.5880 	EXP 	TextStim: autoDraw = False
73.5880 	EXP 	RadialStim: autoDraw = True
73.5880 	EXP 	TextStim: autoDraw = True
73.6247 	EXP 	New trial (rep=26, index=0): {'phase': 0.0}
73.6380 	EXP 	RadialStim: autoDraw = False
73.6380 	EXP 	TextStim: autoDraw = False
73.6380 	EXP 	RadialStim: autoDraw = True
73.6380 	EXP 	TextStim: autoDraw = True
73.6913 	EXP 	New trial (rep=26, index=1): {'phase': 0.5}
73.7046 	EXP 	RadialStim: autoDraw = False
73.7046 	EXP 	TextStim: autoDraw = False
73.7046 	EXP 	RadialStim: autoDraw = True
73.7046 	EXP 	TextStim: autoDraw = True
73.7565 	EXP 	New trial (rep=27, index=0): {'phase': 0.0}
73.7713 	EXP 	RadialStim: autoDraw = False
73.7713 	EXP 	TextStim: autoDraw = False
73.7713 	EXP 	RadialStim: autoDraw = True
73.7713 	EXP 	TextStim: autoDraw = True
73.8250 	EXP 	New trial (rep=27, index=1): {'phase': 0.5}
73.8381 	EXP 	RadialStim: autoDraw = False
73.8381 	EXP 	TextStim: autoDraw = False
73.8381 	EXP 	RadialStim: autoDraw = True
73.8381 	EXP 	TextStim: autoDraw = True
73.8746 	EXP 	New trial (rep=28, index=0): {'phase': 0.0}
73.8881 	EXP 	RadialStim: autoDraw = False
73.8881 	EXP 	TextStim: autoDraw = False
73.8881 	EXP 	RadialStim: autoDraw = True
73.8881 	EXP 	TextStim: autoDraw = True
73.9413 	EXP 	New trial (rep=28, index=1): {'phase': 0.5}
73.9548 	EXP 	RadialStim: autoDraw = False
73.9548 	EXP 	TextStim: autoDraw = False
73.9548 	EXP 	RadialStim: autoDraw = True
73.9548 	EXP 	TextStim: autoDraw = True
74.0081 	EXP 	New trial (rep=29, index=0): {'phase': 0.0}
74.0215 	EXP 	RadialStim: autoDraw = False
74.0215 	EXP 	TextStim: autoDraw = False
74.0215 	EXP 	RadialStim: autoDraw = True
74.0215 	EXP 	TextStim: autoDraw = True
74.0748 	EXP 	New trial (rep=29, index=1): {'phase': 0.5}
74.0881 	EXP 	RadialStim: autoDraw = False
74.0881 	EXP 	TextStim: autoDraw = False
74.0881 	EXP 	RadialStim: autoDraw = True
74.0881 	EXP 	TextStim: autoDraw = True
74.1249 	EXP 	New trial (rep=30, index=0): {'phase': 0.0}
74.1382 	EXP 	RadialStim: autoDraw = False
74.1382 	EXP 	TextStim: autoDraw = False
74.1382 	EXP 	RadialStim: autoDraw = True
74.1382 	EXP 	TextStim: autoDraw = True
74.1915 	EXP 	New trial (rep=30, index=1): {'phase': 0.5}
74.2049 	EXP 	RadialStim: autoDraw = False
74.2049 	EXP 	TextStim: autoDraw = False
74.2049 	EXP 	RadialStim: autoDraw = True
74.2049 	EXP 	TextStim: autoDraw = True
74.2583 	EXP 	New trial (rep=31, index=0): {'phase': 0.0}
74.2716 	EXP 	RadialStim: autoDraw = False
74.2716 	EXP 	TextStim: autoDraw = False
74.2716 	EXP 	RadialStim: autoDraw = True
74.2716 	EXP 	TextStim: autoDraw = True
74.3247 	EXP 	New trial (rep=31, index=1): {'phase': 0.5}
74.3383 	EXP 	RadialStim: autoDraw = False
74.3383 	EXP 	TextStim: autoDraw = False
74.3383 	EXP 	RadialStim: autoDraw = True
74.3383 	EXP 	TextStim: autoDraw = True
74.3750 	EXP 	New trial (rep=32, index=0): {'phase': 0.0}
74.3883 	EXP 	RadialStim: autoDraw = False
74.3883 	EXP 	TextStim: autoDraw = False
74.3883 	EXP 	RadialStim: autoDraw = True
74.3883 	EXP 	TextStim: autoDraw = True
74.4415 	EXP 	New trial (rep=32, index=1): {'phase': 0.5}
74.4551 	EXP 	RadialStim: autoDraw = False
74.4551 	EXP 	TextStim: autoDraw = False
74.4551 	EXP 	RadialStim: autoDraw = True
74.4551 	EXP 	TextStim: autoDraw = True
74.5084 	EXP 	New trial (rep=33, index=0): {'phase': 0.0}
74.5217 	EXP 	RadialStim: autoDraw = False
74.5217 	EXP 	TextStim: autoDraw = False
74.5217 	EXP 	RadialStim: autoDraw = True
74.5217 	EXP 	TextStim: autoDraw = True
74.5750 	EXP 	New trial (rep=33, index=1): {'phase': 0.5}
74.5884 	EXP 	RadialStim: autoDraw = False
74.5884 	EXP 	TextStim: autoDraw = False
74.5884 	EXP 	RadialStim: autoDraw = True
74.5884 	EXP 	TextStim: autoDraw = True
74.6249 	EXP 	New trial (rep=34, index=0): {'phase': 0.0}
74.6385 	EXP 	RadialStim: autoDraw = False
74.6385 	EXP 	TextStim: autoDraw = False
74.6385 	EXP 	RadialStim: autoDraw = True
74.6385 	EXP 	TextStim: autoDraw = True
74.6919 	EXP 	New trial (rep=34, index=1): {'phase': 0.5}
74.7052 	EXP 	RadialStim: autoDraw = False
74.7052 	EXP 	TextStim: autoDraw = False
74.7052 	EXP 	RadialStim: autoDraw = True
74.7052 	EXP 	TextStim: autoDraw = True
74.7584 	EXP 	New trial (rep=35, index=0): {'phase': 0.0}
74.7719 	EXP 	RadialStim: autoDraw = False
74.7719 	EXP 	TextStim: autoDraw = False
74.7719 	EXP 	RadialStim: autoDraw = True
74.7719 	EXP 	TextStim: autoDraw = True
74.8251 	EXP 	New trial (rep=35, index=1): {'phase': 0.5}
74.8386 	EXP 	RadialStim: autoDraw = False
74.8386 	EXP 	TextStim: autoDraw = False
74.8386 	EXP 	RadialStim: autoDraw = True
74.8386 	EXP 	TextStim: autoDraw = True
74.8751 	EXP 	New trial (rep=36, index=0): {'phase': 0.0}
74.8887 	EXP 	RadialStim: autoDraw = False
74.8887 	EXP 	TextStim: autoDraw = False
74.8887 	EXP 	RadialStim: autoDraw = True
74.8887 	EXP 	TextStim: autoDraw = True
74.9469 	EXP 	New trial (rep=36, index=1): {'phase': 0.5}
74.9553 	EXP 	RadialStim: autoDraw = False
74.9553 	EXP 	TextStim: autoDraw = False
74.9553 	EXP 	RadialStim: autoDraw = True
74.9553 	EXP 	TextStim: autoDraw = True
75.0084 	EXP 	New trial (rep=37, index=0): {'phase': 0.0}
75.0220 	EXP 	RadialStim: autoDraw = False
75.0220 	EXP 	TextStim: autoDraw = False
75.0220 	EXP 	RadialStim: autoDraw = True
75.0220 	EXP 	TextStim: autoDraw = True
75.0746 	EXP 	New trial (rep=37, index=1): {'phase': 0.5}
75.0886 	EXP 	RadialStim: autoDraw = False
75.0886 	EXP 	TextStim: autoDraw = False
75.0886 	EXP 	RadialStim: autoDraw = True
75.0886 	EXP 	TextStim: autoDraw = True
75.1240 	EXP 	New trial (rep=38, index=0): {'phase': 0.0}
75.1386 	EXP 	RadialStim: autoDraw = False
75.1386 	EXP 	TextStim: autoDraw = False
75.1386 	EXP 	RadialStim: autoDraw = True
75.1386 	EXP 	TextStim: autoDraw = True
75.1920 	EXP 	New trial (rep=38, index=1): {'phase': 0.5}
75.2054 	EXP 	RadialStim: autoDraw = False
75.2054 	EXP 	TextStim: autoDraw = False
75.2054 	EXP 	RadialStim: autoDraw = True
75.2054 	EXP 	TextStim: autoDraw = True
75.2587 	EXP 	New trial (rep=39, index=0): {'phase': 0.0}
75.2721 	EXP 	RadialStim: autoDraw = False
75.2721 	EXP 	TextStim: autoDraw = False
75.2721 	EXP 	RadialStim: autoDraw = True
75.2721 	EXP 	TextStim: autoDraw = True
75.3254 	EXP 	New trial (rep=39, index=1): {'phase': 0.5}
75.3389 	EXP 	RadialStim: autoDraw = False
75.3389 	EXP 	TextStim: autoDraw = False
75.3389 	EXP 	RadialStim: autoDraw = True
75.3389 	EXP 	TextStim: autoDraw = True
75.3754 	EXP 	New trial (rep=40, index=0): {'phase': 0.0}
75.3888 	EXP 	RadialStim: autoDraw = False
75.3888 	EXP 	TextStim: autoDraw = False
75.3888 	EXP 	RadialStim: autoDraw = True
75.3888 	EXP 	TextStim: autoDraw = True
75.4420 	EXP 	New trial (rep=40, index=1): {'phase': 0.5}
75.4555 	EXP 	RadialStim: autoDraw = False
75.4555 	EXP 	TextStim: autoDraw = False
75.4555 	EXP 	RadialStim: autoDraw = True
75.4555 	EXP 	TextStim: autoDraw = True
75.5074 	EXP 	New trial (rep=41, index=0): {'phase': 0.0}
75.5221 	EXP 	RadialStim: autoDraw = False
75.5221 	EXP 	TextStim: autoDraw = False
75.5221 	EXP 	RadialStim: autoDraw = True
75.5221 	EXP 	TextStim: autoDraw = True
75.5743 	EXP 	New trial (rep=41, index=1): {'phase': 0.5}
75.5889 	EXP 	RadialStim: autoDraw = False
75.5889 	EXP 	TextStim: autoDraw = False
75.5889 	EXP 	RadialStim: autoDraw = True
75.5889 	EXP 	TextStim: autoDraw = True
75.6252 	EXP 	New trial (rep=42, index=0): {'phase': 0.0}
75.6390 	EXP 	RadialStim: autoDraw = False
75.6390 	EXP 	TextStim: autoDraw = False
75.6390 	EXP 	RadialStim: autoDraw = True
75.6390 	EXP 	TextStim: autoDraw = True
75.6912 	EXP 	New trial (rep=42, index=1): {'phase': 0.5}
75.7056 	EXP 	RadialStim: autoDraw = False
75.7056 	EXP 	TextStim: autoDraw = False
75.7056 	EXP 	RadialStim: autoDraw = True
75.7056 	EXP 	TextStim: autoDraw = True
75.7586 	EXP 	New trial (rep=43, index=0): {'phase': 0.0}
75.7723 	EXP 	RadialStim: autoDraw = False
75.7723 	EXP 	TextStim: autoDraw = False
75.7723 	EXP 	RadialStim: autoDraw = True
75.7723 	EXP 	TextStim: autoDraw = True
75.8257 	EXP 	New trial (rep=43, index=1): {'phase': 0.5}
75.8390 	EXP 	RadialStim: autoDraw = False
75.8390 	EXP 	TextStim: autoDraw = False
75.8390 	EXP 	RadialStim: autoDraw = True
75.8390 	EXP 	TextStim: autoDraw = True
75.8759 	EXP 	New trial (rep=44, index=0): {'phase': 0.0}
75.8891 	EXP 	RadialStim: autoDraw = False
75.8891 	EXP 	TextStim: autoDraw = False
75.8891 	EXP 	RadialStim: autoDraw = True
75.8891 	EXP 	TextStim: autoDraw = True
75.9423 	EXP 	New trial (rep=44, index=1): {'phase': 0.5}
75.9558 	EXP 	RadialStim: autoDraw = False
75.9558 	EXP 	TextStim: autoDraw = False
75.9558 	EXP 	RadialStim: autoDraw = True
75.9558 	EXP 	TextStim: autoDraw = True
76.0090 	EXP 	New trial (rep=45, index=0): {'phase': 0.0}
76.0225 	EXP 	RadialStim: autoDraw = False
76.0225 	EXP 	TextStim: autoDraw = False
76.0225 	EXP 	RadialStim: autoDraw = True
76.0225 	EXP 	TextStim: autoDraw = True
76.0747 	EXP 	New trial (rep=45, index=1): {'phase': 0.5}
76.0892 	EXP 	RadialStim: autoDraw = False
76.0892 	EXP 	TextStim: autoDraw = False
76.0892 	EXP 	RadialStim: autoDraw = True
76.0892 	EXP 	TextStim: autoDraw = True
76.1247 	EXP 	New trial (rep=46, index=0): {'phase': 0.0}
76.1392 	EXP 	RadialStim: autoDraw = False
76.1392 	EXP 	TextStim: autoDraw = False
76.1392 	EXP 	RadialStim: autoDraw = True
76.1392 	EXP 	TextStim: autoDraw = True
76.1915 	EXP 	New trial (rep=46, index=1): {'phase': 0.5}
76.2058 	EXP 	RadialStim: autoDraw = False
76.2058 	EXP 	TextStim: autoDraw = False
76.2058 	EXP 	RadialStim: autoDraw = True
