1.9894 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1280, 800]. Using actual size
4.8109 	EXP 	TextStim: autoDraw = True
8.6132 	DATA 	Keypress: lshift
8.6295 	EXP 	TextStim: autoDraw = False
8.6295 	EXP 	TextStim: autoDraw = True
9.1467 	DATA 	Keypress: t
43.6304 	EXP 	Created sequence: sequential, trialTypes=1, nReps=4, seed=None
43.6931 	EXP 	New trial (rep=0, index=0): None
43.6933 	EXP 	Imported phase_loop.csv as conditions, 2 conditions, 1 params
43.6935 	EXP 	Created sequence: sequential, trialTypes=2, nReps=280, seed=None
43.6956 	EXP 	New trial (rep=0, index=0): {'phase': 0.0}
43.6974 	EXP 	New trial (rep=0, index=1): {'phase': 0.5}
43.7134 	EXP 	TextStim: autoDraw = False
43.7134 	EXP 	RadialStim: autoDraw = False
43.7134 	EXP 	TextStim: autoDraw = False
43.7134 	EXP 	RadialStim: autoDraw = True
43.7134 	EXP 	TextStim: autoDraw = True
43.7498 	EXP 	New trial (rep=1, index=0): {'phase': 0.0}
43.7634 	EXP 	RadialStim: autoDraw = False
43.7634 	EXP 	TextStim: autoDraw = False
43.7634 	EXP 	RadialStim: autoDraw = True
43.7634 	EXP 	TextStim: autoDraw = True
43.8167 	EXP 	New trial (rep=1, index=1): {'phase': 0.5}
43.8301 	EXP 	RadialStim: autoDraw = False
43.8301 	EXP 	TextStim: autoDraw = False
43.8301 	EXP 	RadialStim: autoDraw = True
43.8301 	EXP 	TextStim: autoDraw = True
43.8666 	EXP 	New trial (rep=2, index=0): {'phase': 0.0}
43.8801 	EXP 	RadialStim: autoDraw = False
43.8801 	EXP 	TextStim: autoDraw = False
43.8801 	EXP 	RadialStim: autoDraw = True
43.8801 	EXP 	TextStim: autoDraw = True
43.9333 	EXP 	New trial (rep=2, index=1): {'phase': 0.5}
43.9468 	EXP 	RadialStim: autoDraw = False
43.9468 	EXP 	TextStim: autoDraw = False
43.9468 	EXP 	RadialStim: autoDraw = True
43.9468 	EXP 	TextStim: autoDraw = True
43.9999 	EXP 	New trial (rep=3, index=0): {'phase': 0.0}
44.0134 	EXP 	RadialStim: autoDraw = False
44.0134 	EXP 	TextStim: autoDraw = False
44.0134 	EXP 	RadialStim: autoDraw = True
44.0134 	EXP 	TextStim: autoDraw = True
44.0668 	EXP 	New trial (rep=3, index=1): {'phase': 0.5}
44.0802 	EXP 	RadialStim: autoDraw = False
44.0802 	EXP 	TextStim: autoDraw = False
44.0802 	EXP 	RadialStim: autoDraw = True
44.0802 	EXP 	TextStim: autoDraw = True
44.1167 	EXP 	New trial (rep=4, index=0): {'phase': 0.0}
44.1303 	EXP 	RadialStim: autoDraw = False
44.1303 	EXP 	TextStim: autoDraw = False
44.1303 	EXP 	RadialStim: autoDraw = True
44.1303 	EXP 	TextStim: autoDraw = True
44.1833 	EXP 	New trial (rep=4, index=1): {'phase': 0.5}
44.1969 	EXP 	RadialStim: autoDraw = False
44.1969 	EXP 	TextStim: autoDraw = False
44.1969 	EXP 	RadialStim: autoDraw = True
44.1969 	EXP 	TextStim: autoDraw = True
44.2500 	EXP 	New trial (rep=5, index=0): {'phase': 0.0}
44.2637 	EXP 	RadialStim: autoDraw = False
44.2637 	EXP 	TextStim: autoDraw = False
44.2637 	EXP 	RadialStim: autoDraw = True
44.2637 	EXP 	TextStim: autoDraw = True
44.3168 	EXP 	New trial (rep=5, index=1): {'phase': 0.5}
44.3302 	EXP 	RadialStim: autoDraw = False
44.3302 	EXP 	TextStim: autoDraw = False
44.3302 	EXP 	RadialStim: autoDraw = True
44.3302 	EXP 	TextStim: autoDraw = True
44.3667 	EXP 	New trial (rep=6, index=0): {'phase': 0.0}
44.3804 	EXP 	RadialStim: autoDraw = False
44.3804 	EXP 	TextStim: autoDraw = False
44.3804 	EXP 	RadialStim: autoDraw = True
44.3804 	EXP 	TextStim: autoDraw = True
44.4335 	EXP 	New trial (rep=6, index=1): {'phase': 0.5}
44.4471 	EXP 	RadialStim: autoDraw = False
44.4471 	EXP 	TextStim: autoDraw = False
44.4471 	EXP 	RadialStim: autoDraw = True
44.4471 	EXP 	TextStim: autoDraw = True
44.5004 	EXP 	New trial (rep=7, index=0): {'phase': 0.0}
44.5137 	EXP 	RadialStim: autoDraw = False
44.5137 	EXP 	TextStim: autoDraw = False
44.5137 	EXP 	RadialStim: autoDraw = True
44.5137 	EXP 	TextStim: autoDraw = True
44.5670 	EXP 	New trial (rep=7, index=1): {'phase': 0.5}
44.5805 	EXP 	RadialStim: autoDraw = False
44.5805 	EXP 	TextStim: autoDraw = False
44.5805 	EXP 	RadialStim: autoDraw = True
44.5805 	EXP 	TextStim: autoDraw = True
44.6170 	EXP 	New trial (rep=8, index=0): {'phase': 0.0}
44.6305 	EXP 	RadialStim: autoDraw = False
44.6305 	EXP 	TextStim: autoDraw = False
44.6305 	EXP 	RadialStim: autoDraw = True
44.6305 	EXP 	TextStim: autoDraw = True
44.6837 	EXP 	New trial (rep=8, index=1): {'phase': 0.5}
44.6972 	EXP 	RadialStim: autoDraw = False
44.6972 	EXP 	TextStim: autoDraw = False
44.6972 	EXP 	RadialStim: autoDraw = True
44.6972 	EXP 	TextStim: autoDraw = True
44.7503 	EXP 	New trial (rep=9, index=0): {'phase': 0.0}
44.7639 	EXP 	RadialStim: autoDraw = False
44.7639 	EXP 	TextStim: autoDraw = False
44.7639 	EXP 	RadialStim: autoDraw = True
44.7639 	EXP 	TextStim: autoDraw = True
44.8168 	EXP 	New trial (rep=9, index=1): {'phase': 0.5}
44.8306 	EXP 	RadialStim: autoDraw = False
44.8306 	EXP 	TextStim: autoDraw = False
44.8306 	EXP 	RadialStim: autoDraw = True
44.8306 	EXP 	TextStim: autoDraw = True
44.8669 	EXP 	New trial (rep=10, index=0): {'phase': 0.0}
44.8806 	EXP 	RadialStim: autoDraw = False
44.8806 	EXP 	TextStim: autoDraw = False
44.8806 	EXP 	RadialStim: autoDraw = True
44.8806 	EXP 	TextStim: autoDraw = True
44.9331 	EXP 	New trial (rep=10, index=1): {'phase': 0.5}
44.9473 	EXP 	RadialStim: autoDraw = False
44.9473 	EXP 	TextStim: autoDraw = False
44.9473 	EXP 	RadialStim: autoDraw = True
44.9473 	EXP 	TextStim: autoDraw = True
45.0005 	EXP 	New trial (rep=11, index=0): {'phase': 0.0}
45.0138 	EXP 	RadialStim: autoDraw = False
45.0138 	EXP 	TextStim: autoDraw = False
45.0138 	EXP 	RadialStim: autoDraw = True
45.0138 	EXP 	TextStim: autoDraw = True
45.0671 	EXP 	New trial (rep=11, index=1): {'phase': 0.5}
45.0806 	EXP 	RadialStim: autoDraw = False
45.0806 	EXP 	TextStim: autoDraw = False
45.0806 	EXP 	RadialStim: autoDraw = True
45.0806 	EXP 	TextStim: autoDraw = True
45.1173 	EXP 	New trial (rep=12, index=0): {'phase': 0.0}
45.1307 	EXP 	RadialStim: autoDraw = False
45.1307 	EXP 	TextStim: autoDraw = False
45.1307 	EXP 	RadialStim: autoDraw = True
45.1307 	EXP 	TextStim: autoDraw = True
45.1838 	EXP 	New trial (rep=12, index=1): {'phase': 0.5}
45.1972 	EXP 	RadialStim: autoDraw = False
45.1972 	EXP 	TextStim: autoDraw = False
45.1972 	EXP 	RadialStim: autoDraw = True
45.1972 	EXP 	TextStim: autoDraw = True
45.2505 	EXP 	New trial (rep=13, index=0): {'phase': 0.0}
45.2642 	EXP 	RadialStim: autoDraw = False
45.2642 	EXP 	TextStim: autoDraw = False
45.2642 	EXP 	RadialStim: autoDraw = True
45.2642 	EXP 	TextStim: autoDraw = True
45.3172 	EXP 	New trial (rep=13, index=1): {'phase': 0.5}
45.3308 	EXP 	RadialStim: autoDraw = False
45.3308 	EXP 	TextStim: autoDraw = False
45.3308 	EXP 	RadialStim: autoDraw = True
45.3308 	EXP 	TextStim: autoDraw = True
45.3673 	EXP 	New trial (rep=14, index=0): {'phase': 0.0}
45.3809 	EXP 	RadialStim: autoDraw = False
45.3809 	EXP 	TextStim: autoDraw = False
45.3809 	EXP 	RadialStim: autoDraw = True
45.3809 	EXP 	TextStim: autoDraw = True
45.4340 	EXP 	New trial (rep=14, index=1): {'phase': 0.5}
45.4476 	EXP 	RadialStim: autoDraw = False
45.4476 	EXP 	TextStim: autoDraw = False
45.4476 	EXP 	RadialStim: autoDraw = True
45.4476 	EXP 	TextStim: autoDraw = True
45.5008 	EXP 	New trial (rep=15, index=0): {'phase': 0.0}
45.5143 	EXP 	RadialStim: autoDraw = False
45.5143 	EXP 	TextStim: autoDraw = False
45.5143 	EXP 	RadialStim: autoDraw = True
45.5143 	EXP 	TextStim: autoDraw = True
45.5674 	EXP 	New trial (rep=15, index=1): {'phase': 0.5}
45.5809 	EXP 	RadialStim: autoDraw = False
45.5809 	EXP 	TextStim: autoDraw = False
45.5809 	EXP 	RadialStim: autoDraw = True
45.5809 	EXP 	TextStim: autoDraw = True
45.6175 	EXP 	New trial (rep=16, index=0): {'phase': 0.0}
45.6309 	EXP 	RadialStim: autoDraw = False
45.6309 	EXP 	TextStim: autoDraw = False
45.6309 	EXP 	RadialStim: autoDraw = True
45.6309 	EXP 	TextStim: autoDraw = True
45.6842 	EXP 	New trial (rep=16, index=1): {'phase': 0.5}
45.6977 	EXP 	RadialStim: autoDraw = False
45.6977 	EXP 	TextStim: autoDraw = False
45.6977 	EXP 	RadialStim: autoDraw = True
45.6977 	EXP 	TextStim: autoDraw = True
45.7509 	EXP 	New trial (rep=17, index=0): {'phase': 0.0}
45.7644 	EXP 	RadialStim: autoDraw = False
45.7644 	EXP 	TextStim: autoDraw = False
45.7644 	EXP 	RadialStim: autoDraw = True
45.7644 	EXP 	TextStim: autoDraw = True
45.8177 	EXP 	New trial (rep=17, index=1): {'phase': 0.5}
45.8311 	EXP 	RadialStim: autoDraw = False
45.8311 	EXP 	TextStim: autoDraw = False
45.8311 	EXP 	RadialStim: autoDraw = True
45.8311 	EXP 	TextStim: autoDraw = True
45.8676 	EXP 	New trial (rep=18, index=0): {'phase': 0.0}
45.8811 	EXP 	RadialStim: autoDraw = False
45.8811 	EXP 	TextStim: autoDraw = False
45.8811 	EXP 	RadialStim: autoDraw = True
45.8811 	EXP 	TextStim: autoDraw = True
45.9330 	EXP 	New trial (rep=18, index=1): {'phase': 0.5}
45.9478 	EXP 	RadialStim: autoDraw = False
45.9478 	EXP 	TextStim: autoDraw = False
45.9478 	EXP 	RadialStim: autoDraw = True
45.9478 	EXP 	TextStim: autoDraw = True
46.0009 	EXP 	New trial (rep=19, index=0): {'phase': 0.0}
46.0145 	EXP 	RadialStim: autoDraw = False
46.0145 	EXP 	TextStim: autoDraw = False
46.0145 	EXP 	RadialStim: autoDraw = True
46.0145 	EXP 	TextStim: autoDraw = True
46.0675 	EXP 	New trial (rep=19, index=1): {'phase': 0.5}
46.0812 	EXP 	RadialStim: autoDraw = False
46.0812 	EXP 	TextStim: autoDraw = False
46.0812 	EXP 	RadialStim: autoDraw = True
46.0812 	EXP 	TextStim: autoDraw = True
46.1174 	EXP 	New trial (rep=20, index=0): {'phase': 0.0}
46.1312 	EXP 	RadialStim: autoDraw = False
46.1312 	EXP 	TextStim: autoDraw = False
46.1312 	EXP 	RadialStim: autoDraw = True
46.1312 	EXP 	TextStim: autoDraw = True
46.1845 	EXP 	New trial (rep=20, index=1): {'phase': 0.5}
46.1979 	EXP 	RadialStim: autoDraw = False
46.1979 	EXP 	TextStim: autoDraw = False
46.1979 	EXP 	RadialStim: autoDraw = True
46.1979 	EXP 	TextStim: autoDraw = True
46.2510 	EXP 	New trial (rep=21, index=0): {'phase': 0.0}
46.2644 	EXP 	RadialStim: autoDraw = False
46.2644 	EXP 	TextStim: autoDraw = False
46.2644 	EXP 	RadialStim: autoDraw = True
46.2644 	EXP 	TextStim: autoDraw = True
46.3177 	EXP 	New trial (rep=21, index=1): {'phase': 0.5}
46.3314 	EXP 	RadialStim: autoDraw = False
46.3314 	EXP 	TextStim: autoDraw = False
46.3314 	EXP 	RadialStim: autoDraw = True
46.3314 	EXP 	TextStim: autoDraw = True
46.3679 	EXP 	New trial (rep=22, index=0): {'phase': 0.0}
46.3812 	EXP 	RadialStim: autoDraw = False
46.3812 	EXP 	TextStim: autoDraw = False
46.3812 	EXP 	RadialStim: autoDraw = True
46.3812 	EXP 	TextStim: autoDraw = True
46.4345 	EXP 	New trial (rep=22, index=1): {'phase': 0.5}
46.4480 	EXP 	RadialStim: autoDraw = False
46.4480 	EXP 	TextStim: autoDraw = False
46.4480 	EXP 	RadialStim: autoDraw = True
46.4480 	EXP 	TextStim: autoDraw = True
46.5011 	EXP 	New trial (rep=23, index=0): {'phase': 0.0}
46.5148 	EXP 	RadialStim: autoDraw = False
46.5148 	EXP 	TextStim: autoDraw = False
46.5148 	EXP 	RadialStim: autoDraw = True
46.5148 	EXP 	TextStim: autoDraw = True
46.5679 	EXP 	New trial (rep=23, index=1): {'phase': 0.5}
46.5815 	EXP 	RadialStim: autoDraw = False
46.5815 	EXP 	TextStim: autoDraw = False
46.5815 	EXP 	RadialStim: autoDraw = True
46.5815 	EXP 	TextStim: autoDraw = True
46.6167 	EXP 	New trial (rep=24, index=0): {'phase': 0.0}
46.6315 	EXP 	RadialStim: autoDraw = False
46.6315 	EXP 	TextStim: autoDraw = False
46.6315 	EXP 	RadialStim: autoDraw = True
46.6315 	EXP 	TextStim: autoDraw = True
46.6848 	EXP 	New trial (rep=24, index=1): {'phase': 0.5}
46.6982 	EXP 	RadialStim: autoDraw = False
46.6982 	EXP 	TextStim: autoDraw = False
46.6982 	EXP 	RadialStim: autoDraw = True
46.6982 	EXP 	TextStim: autoDraw = True
46.7512 	EXP 	New trial (rep=25, index=0): {'phase': 0.0}
46.7647 	EXP 	RadialStim: autoDraw = False
46.7647 	EXP 	TextStim: autoDraw = False
46.7647 	EXP 	RadialStim: autoDraw = True
46.7647 	EXP 	TextStim: autoDraw = True
46.8181 	EXP 	New trial (rep=25, index=1): {'phase': 0.5}
46.8316 	EXP 	RadialStim: autoDraw = False
46.8316 	EXP 	TextStim: autoDraw = False
46.8316 	EXP 	RadialStim: autoDraw = True
46.8316 	EXP 	TextStim: autoDraw = True
46.8680 	EXP 	New trial (rep=26, index=0): {'phase': 0.0}
46.8816 	EXP 	RadialStim: autoDraw = False
46.8816 	EXP 	TextStim: autoDraw = False
46.8816 	EXP 	RadialStim: autoDraw = True
46.8816 	EXP 	TextStim: autoDraw = True
46.9347 	EXP 	New trial (rep=26, index=1): {'phase': 0.5}
46.9483 	EXP 	RadialStim: autoDraw = False
46.9483 	EXP 	TextStim: autoDraw = False
46.9483 	EXP 	RadialStim: autoDraw = True
46.9483 	EXP 	TextStim: autoDraw = True
47.0014 	EXP 	New trial (rep=27, index=0): {'phase': 0.0}
47.0150 	EXP 	RadialStim: autoDraw = False
47.0150 	EXP 	TextStim: autoDraw = False
47.0150 	EXP 	RadialStim: autoDraw = True
47.0150 	EXP 	TextStim: autoDraw = True
47.0682 	EXP 	New trial (rep=27, index=1): {'phase': 0.5}
47.0817 	EXP 	RadialStim: autoDraw = False
47.0817 	EXP 	TextStim: autoDraw = False
47.0817 	EXP 	RadialStim: autoDraw = True
47.0817 	EXP 	TextStim: autoDraw = True
47.1180 	EXP 	New trial (rep=28, index=0): {'phase': 0.0}
47.1317 	EXP 	RadialStim: autoDraw = False
47.1317 	EXP 	TextStim: autoDraw = False
47.1317 	EXP 	RadialStim: autoDraw = True
47.1317 	EXP 	TextStim: autoDraw = True
47.1849 	EXP 	New trial (rep=28, index=1): {'phase': 0.5}
47.1983 	EXP 	RadialStim: autoDraw = False
47.1983 	EXP 	TextStim: autoDraw = False
47.1983 	EXP 	RadialStim: autoDraw = True
47.1983 	EXP 	TextStim: autoDraw = True
47.2516 	EXP 	New trial (rep=29, index=0): {'phase': 0.0}
47.2651 	EXP 	RadialStim: autoDraw = False
47.2651 	EXP 	TextStim: autoDraw = False
47.2651 	EXP 	RadialStim: autoDraw = True
47.2651 	EXP 	TextStim: autoDraw = True
47.3183 	EXP 	New trial (rep=29, index=1): {'phase': 0.5}
47.3317 	EXP 	RadialStim: autoDraw = False
47.3317 	EXP 	TextStim: autoDraw = False
47.3317 	EXP 	RadialStim: autoDraw = True
47.3317 	EXP 	TextStim: autoDraw = True
47.3684 	EXP 	New trial (rep=30, index=0): {'phase': 0.0}
47.3818 	EXP 	RadialStim: autoDraw = False
47.3818 	EXP 	TextStim: autoDraw = False
47.3818 	EXP 	RadialStim: autoDraw = True
47.3818 	EXP 	TextStim: autoDraw = True
47.4349 	EXP 	New trial (rep=30, index=1): {'phase': 0.5}
47.4486 	EXP 	RadialStim: autoDraw = False
47.4486 	EXP 	TextStim: autoDraw = False
47.4486 	EXP 	RadialStim: autoDraw = True
47.4486 	EXP 	TextStim: autoDraw = True
47.5016 	EXP 	New trial (rep=31, index=0): {'phase': 0.0}
47.5153 	EXP 	RadialStim: autoDraw = False
47.5153 	EXP 	TextStim: autoDraw = False
47.5153 	EXP 	RadialStim: autoDraw = True
47.5153 	EXP 	TextStim: autoDraw = True
47.5683 	EXP 	New trial (rep=31, index=1): {'phase': 0.5}
47.5818 	EXP 	RadialStim: autoDraw = False
47.5818 	EXP 	TextStim: autoDraw = False
47.5818 	EXP 	RadialStim: autoDraw = True
47.5818 	EXP 	TextStim: autoDraw = True
47.6183 	EXP 	New trial (rep=32, index=0): {'phase': 0.0}
47.6319 	EXP 	RadialStim: autoDraw = False
47.6319 	EXP 	TextStim: autoDraw = False
47.6319 	EXP 	RadialStim: autoDraw = True
47.6319 	EXP 	TextStim: autoDraw = True
47.6849 	EXP 	New trial (rep=32, index=1): {'phase': 0.5}
47.6987 	EXP 	RadialStim: autoDraw = False
47.6987 	EXP 	TextStim: autoDraw = False
47.6987 	EXP 	RadialStim: autoDraw = True
47.6987 	EXP 	TextStim: autoDraw = True
47.7520 	EXP 	New trial (rep=33, index=0): {'phase': 0.0}
47.7654 	EXP 	RadialStim: autoDraw = False
47.7654 	EXP 	TextStim: autoDraw = False
47.7654 	EXP 	RadialStim: autoDraw = True
47.7654 	EXP 	TextStim: autoDraw = True
47.8184 	EXP 	New trial (rep=33, index=1): {'phase': 0.5}
47.8321 	EXP 	RadialStim: autoDraw = False
47.8321 	EXP 	TextStim: autoDraw = False
47.8321 	EXP 	RadialStim: autoDraw = True
47.8321 	EXP 	TextStim: autoDraw = True
47.8687 	EXP 	New trial (rep=34, index=0): {'phase': 0.0}
47.8821 	EXP 	RadialStim: autoDraw = False
47.8821 	EXP 	TextStim: autoDraw = False
47.8821 	EXP 	RadialStim: autoDraw = True
47.8821 	EXP 	TextStim: autoDraw = True
47.9352 	EXP 	New trial (rep=34, index=1): {'phase': 0.5}
47.9486 	EXP 	RadialStim: autoDraw = False
47.9486 	EXP 	TextStim: autoDraw = False
47.9486 	EXP 	RadialStim: autoDraw = True
47.9486 	EXP 	TextStim: autoDraw = True
48.0018 	EXP 	New trial (rep=35, index=0): {'phase': 0.0}
48.0155 	EXP 	RadialStim: autoDraw = False
48.0155 	EXP 	TextStim: autoDraw = False
48.0155 	EXP 	RadialStim: autoDraw = True
48.0155 	EXP 	TextStim: autoDraw = True
48.0685 	EXP 	New trial (rep=35, index=1): {'phase': 0.5}
48.0822 	EXP 	RadialStim: autoDraw = False
48.0822 	EXP 	TextStim: autoDraw = False
48.0822 	EXP 	RadialStim: autoDraw = True
48.0822 	EXP 	TextStim: autoDraw = True
48.1186 	EXP 	New trial (rep=36, index=0): {'phase': 0.0}
48.1322 	EXP 	RadialStim: autoDraw = False
48.1322 	EXP 	TextStim: autoDraw = False
48.1322 	EXP 	RadialStim: autoDraw = True
48.1322 	EXP 	TextStim: autoDraw = True
48.1853 	EXP 	New trial (rep=36, index=1): {'phase': 0.5}
48.1989 	EXP 	RadialStim: autoDraw = False
48.1989 	EXP 	TextStim: autoDraw = False
48.1989 	EXP 	RadialStim: autoDraw = True
48.1989 	EXP 	TextStim: autoDraw = True
48.2520 	EXP 	New trial (rep=37, index=0): {'phase': 0.0}
48.2655 	EXP 	RadialStim: autoDraw = False
48.2655 	EXP 	TextStim: autoDraw = False
48.2655 	EXP 	RadialStim: autoDraw = True
48.2655 	EXP 	TextStim: autoDraw = True
48.3188 	EXP 	New trial (rep=37, index=1): {'phase': 0.5}
48.3322 	EXP 	RadialStim: autoDraw = False
48.3322 	EXP 	TextStim: autoDraw = False
48.3322 	EXP 	RadialStim: autoDraw = True
48.3322 	EXP 	TextStim: autoDraw = True
48.3689 	EXP 	New trial (rep=38, index=0): {'phase': 0.0}
48.3822 	EXP 	RadialStim: autoDraw = False
48.3822 	EXP 	TextStim: autoDraw = False
48.3822 	EXP 	RadialStim: autoDraw = True
48.3822 	EXP 	TextStim: autoDraw = True
48.4354 	EXP 	New trial (rep=38, index=1): {'phase': 0.5}
48.4490 	EXP 	RadialStim: autoDraw = False
48.4490 	EXP 	TextStim: autoDraw = False
48.4490 	EXP 	RadialStim: autoDraw = True
48.4490 	EXP 	TextStim: autoDraw = True
48.5021 	EXP 	New trial (rep=39, index=0): {'phase': 0.0}
48.5158 	EXP 	RadialStim: autoDraw = False
48.5158 	EXP 	TextStim: autoDraw = False
48.5158 	EXP 	RadialStim: autoDraw = True
48.5158 	EXP 	TextStim: autoDraw = True
48.5689 	EXP 	New trial (rep=39, index=1): {'phase': 0.5}
48.5822 	EXP 	RadialStim: autoDraw = False
48.5822 	EXP 	TextStim: autoDraw = False
48.5822 	EXP 	RadialStim: autoDraw = True
48.5822 	EXP 	TextStim: autoDraw = True
48.6189 	EXP 	New trial (rep=40, index=0): {'phase': 0.0}
48.6325 	EXP 	RadialStim: autoDraw = False
48.6325 	EXP 	TextStim: autoDraw = False
48.6325 	EXP 	RadialStim: autoDraw = True
48.6325 	EXP 	TextStim: autoDraw = True
48.6855 	EXP 	New trial (rep=40, index=1): {'phase': 0.5}
48.6992 	EXP 	RadialStim: autoDraw = False
48.6992 	EXP 	TextStim: autoDraw = False
48.6992 	EXP 	RadialStim: autoDraw = True
48.6992 	EXP 	TextStim: autoDraw = True
48.7523 	EXP 	New trial (rep=41, index=0): {'phase': 0.0}
48.7658 	EXP 	RadialStim: autoDraw = False
48.7658 	EXP 	TextStim: autoDraw = False
48.7658 	EXP 	RadialStim: autoDraw = True
48.7658 	EXP 	TextStim: autoDraw = True
48.8189 	EXP 	New trial (rep=41, index=1): {'phase': 0.5}
48.8325 	EXP 	RadialStim: autoDraw = False
48.8325 	EXP 	TextStim: autoDraw = False
48.8325 	EXP 	RadialStim: autoDraw = True
48.8325 	EXP 	TextStim: autoDraw = True
48.8688 	EXP 	New trial (rep=42, index=0): {'phase': 0.0}
48.8826 	EXP 	RadialStim: autoDraw = False
48.8826 	EXP 	TextStim: autoDraw = False
48.8826 	EXP 	RadialStim: autoDraw = True
48.8826 	EXP 	TextStim: autoDraw = True
48.9346 	EXP 	New trial (rep=42, index=1): {'phase': 0.5}
48.9492 	EXP 	RadialStim: autoDraw = False
48.9492 	EXP 	TextStim: autoDraw = False
48.9492 	EXP 	RadialStim: autoDraw = True
48.9492 	EXP 	TextStim: autoDraw = True
49.0023 	EXP 	New trial (rep=43, index=0): {'phase': 0.0}
49.0158 	EXP 	RadialStim: autoDraw = False
49.0158 	EXP 	TextStim: autoDraw = False
49.0158 	EXP 	RadialStim: autoDraw = True
49.0158 	EXP 	TextStim: autoDraw = True
49.0690 	EXP 	New trial (rep=43, index=1): {'phase': 0.5}
49.0827 	EXP 	RadialStim: autoDraw = False
49.0827 	EXP 	TextStim: autoDraw = False
49.0827 	EXP 	RadialStim: autoDraw = True
49.0827 	EXP 	TextStim: autoDraw = True
49.1191 	EXP 	New trial (rep=44, index=0): {'phase': 0.0}
49.1326 	EXP 	RadialStim: autoDraw = False
49.1326 	EXP 	TextStim: autoDraw = False
49.1326 	EXP 	RadialStim: autoDraw = True
49.1326 	EXP 	TextStim: autoDraw = True
49.1855 	EXP 	New trial (rep=44, index=1): {'phase': 0.5}
49.1993 	EXP 	RadialStim: autoDraw = False
49.1993 	EXP 	TextStim: autoDraw = False
49.1993 	EXP 	RadialStim: autoDraw = True
49.1993 	EXP 	TextStim: autoDraw = True
49.2525 	EXP 	New trial (rep=45, index=0): {'phase': 0.0}
49.2661 	EXP 	RadialStim: autoDraw = False
49.2661 	EXP 	TextStim: autoDraw = False
49.2661 	EXP 	RadialStim: autoDraw = True
49.2661 	EXP 	TextStim: autoDraw = True
49.3194 	EXP 	New trial (rep=45, index=1): {'phase': 0.5}
49.3328 	EXP 	RadialStim: autoDraw = False
49.3328 	EXP 	TextStim: autoDraw = False
49.3328 	EXP 	RadialStim: autoDraw = True
49.3328 	EXP 	TextStim: autoDraw = True
49.3694 	EXP 	New trial (rep=46, index=0): {'phase': 0.0}
49.3828 	EXP 	RadialStim: autoDraw = False
49.3828 	EXP 	TextStim: autoDraw = False
49.3828 	EXP 	RadialStim: autoDraw = True
49.3828 	EXP 	TextStim: autoDraw = True
49.4361 	EXP 	New trial (rep=46, index=1): {'phase': 0.5}
49.4495 	EXP 	RadialStim: autoDraw = False
49.4495 	EXP 	TextStim: autoDraw = False
